web-scraper-order,typ,href,wein_name_raw,jahrgang_raw,genussreife_raw,land_raw,region_raw,produzent_raw,rebsorte_raw,alkohol_raw,inhalt_raw,preis_chf_raw
1671141598-5627,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/frankreich/vin-blanc-peche-very-peach/p/4440514,Vin Blanc & Pêche Very peach,null,null,null,null,null,null,0.00%,75cl,4.95
1671141601-5629,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/schweiz/vin-blanc/p/3437490,Vin Blanc,übrige Länder,übrige Regionen EU,null,null,"Fondue, Käsespeisen und für die Küche",null,11.50%,100cl,2.95
1671141604-5631,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/schweiz/vin-blanc/p/3569893,Vin Blanc,übrige Länder,übrige Regionen EU,null,null,"Fondue, Käsespeisen und für die Küche",null,11.00%,25cl,1.25
1671141607-5633,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/schweiz/vin-blanc/p/3171171,Vin Blanc,Schweiz,übrige Regionen EU,null,null,null,null,11.00%,50cl,1.95
1671141610-5635,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/vigneto-storico-friulano-doc-colli-orientali-friuli/p/1018593001,Vigneto Storico Friulano DOC Colli Orientali Friuli,2020,2022-2030,Italien,Südtirol/Trentin/Friaul,Gigante Adriano,Friulano,15.00%,75cl,27.95
1671141614-5637,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/vigneti-delle-dolomiti-igt-norico-bianco-cavit/p/1018639001,Vigneti delle Dolomiti IGT Norico Bianco Cavit,2021,2022-2024,Italien,Südtirol/Trentin/Friaul,Cavit,Chardonnay,12.50%,75cl,8.5
1671141617-5640,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/vernaccia-di-san-gimignano-riserva-docg-la-lastra/p/1000915019,Vernaccia di San Gimignano Riserva DOCG La Lastra,2020,2023-2026,Italien,Toskana,Azienda Agricola La Lastra,Vernacchia,13.00%,75cl,14.95
1671141621-5642,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/vernaccia-di-san-gimignano-docg-isola-bianca-terruzzi/p/1018179001,Vernaccia di San Gimignano DOCG Isola Bianca Terruzzi,2021,2021-2026,Italien,Toskana,Vernacchia,null,12.50%,75cl,15
1671141624-5645,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/vermentino-di-sardegna-doc-la-cala-sella-mosca/p/1018184001,Vermentino di Sardegna DOC La Cala Sella & Mosca,2021,2021-2026,Italien,Sardinien,Vermentino,null,12.50%,75cl,13.5
1671141628-5647,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/vermentino-di-sardegna-doc-bromeus/p/1014970004,Vermentino di Sardegna DOC Bromeus,2021,2022-2023,Italien,Sardinien,Giordano,Vermentino,12.50%,75cl,11.95
1671141632-5649,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/verdicchio-dei-castelli-di-jesi-doc-titulus-classico-fazi-battaglia/p/1018638001,Verdicchio dei Castelli di Jesi DOC Titulus Classico Fazi Battaglia,2021,2022-2025,Italien,null,Fazi Battaglia,Verdicchio,12.50%,75cl,11.5
1671141635-5652,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/verdicchio-dei-castelli-di-jesi-doc-cl-sup-casal-di-serra-umani-ronchi/p/1018180001,Verdicchio dei Castelli di Jesi DOC Cl. Sup. Casal di Serra Umani Ronchi,2021,2021-2026,Italien,null,Verdicchio,null,13.00%,75cl,15
1671141639-5654,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/venezie-igt-masianco-masi/p/1012959008,Venezie IGT Masianco Masi,2021,2023-2024,Italien,Venetien,Masi,Pinot Gris,13.00%,75cl,12.95
1671141643-5657,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/venezia-giulia-igt-ribolla-gialla-puiatti/p/1018565001,Venezia Giulia IGT Ribolla Gialla Puiatti,2020,2022-2025,Italien,Venetien,Puiatti,null,12.50%,75cl,15.5
1671141646-5659,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/vdp-zuerich-staatsschreiber-cuvee-blanc-prestige/p/1017127001,VdP Zürich Staatsschreiber Cuvée Blanc Prestige,2021,2022-2026,Schweiz,Zürich,Staatskellerei Zürich,Muscat,13.00%,75cl,15.95
1671141650-5661,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/vaud-aoc-l-arquebuse-bonvillars/p/1013623007,Vaud AOC L'Arquebuse Bonvillars,2021,2023-2024,Schweiz,Waadt,Cave de Bonvillars,Chasselas,12.50%,75cl,10.95
1671141653-5664,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/vaucluse-igp-cuvee-tramontane-weiss-aureto/p/1017099001,Vaucluse IGP Cuvée Tramontane Weiss Aureto,2016,2022-2023,Frankreich,Provence,Vignoble Aureto,Viognier,13.50%,75cl,21.9
1671141657-5666,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valisiana-dole-blanche-du-valais-aoc/p/3367356,Valisiana Dôle Blanche du Valais AOC,Schweiz,Wallis,Pinot Noir,null,null,null,13.00%,50cl,5.95
1671141661-5668,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-siccus-johannisberg/p/1013820006,Valais AOC Siccus Johannisberg,2020,2024-2027,Schweiz,Wallis,Domaine du Mont d'Or,Silvaner,14.00%,75cl,19.95
1671141665-5671,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-petite-arvine-terrasses-du-rhone-bibacchus/p/1000988017,Valais AOC Petite Arvine Terrasses du Rhône Bibacchus,2021,2023-2024,Schweiz,Wallis,Coop,Petite Arvine,13.50%,75cl,16.95
1671141668-5673,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-petite-arvine-terrasses-du-rhone-bibacchus/p/1015689002,Valais AOC Petite Arvine Terrasses du Rhône Bibacchus,2020,2022-2023,Schweiz,Wallis,Petite Arvine,null,13.50%,37.5cl,9.5
1671141673-5676,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-petite-arvine-telegram-fils-maye/p/1016165002,Valais AOC Petite Arvine Telegram Fils Maye,2021,2022-2025,Schweiz,Wallis,Petite Arvine,null,13.00%,75cl,18.95
1671141677-5678,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-petite-arvine-maitre-de-chais/p/1000610018,Valais AOC Petite Arvine Maître de Chais,2021,2023-2025,Schweiz,Wallis,Provins,Petite Arvine,14.00%,75cl,27.95
1671141681-5680,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-petite-arvine-jean-rene-germanier/p/1013628007,Valais AOC Petite Arvine Jean-René Germanier,2021,2023-2024,Schweiz,Wallis,Jean-René Germanier,Petite Arvine,13.00%,75cl,23.95
1671141685-5683,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-petite-arvine-hurlevent/p/1009191013,Valais AOC Petite Arvine Hurlevent,2021,2023-2024,Schweiz,Wallis,Les Fils de Charles Favre,Petite Arvine,12.90%,75cl,19.95
1671141688-5685,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-petite-arvine-clos-de-cochetta-les-grands-murs-maison-gilliard/p/1016253001,Valais AOC Petite Arvine Clos de Cochetta Les Grands Murs Maison Gilliard,2019,2022-2024,Schweiz,Wallis,Maison Gilliard,Petite Arvine,13.00%,75cl,27.95
1671141692-5687,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-petite-arvine-clos-de-cochetta-les-grands-murs-maison-gilliard/p/1016253002,Valais AOC Petite Arvine Clos de Cochetta Les Grands Murs Maison Gilliard,2020,2022-2024,Schweiz,Wallis,Maison Gilliard,Petite Arvine,13.70%,75cl,27.95
1671141695-5690,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-paien-de-plamont-la-rodeline/p/1017045001,Valais AOC Païen de Plamont La Rodeline,2020,2022-2025,Schweiz,Wallis,La Rodeline,Heida,12.00%,75cl,26.95
1671141700-5693,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-malvoisie-terrasses-du-rhone-bibacchus/p/1000511018,Valais AOC Malvoisie Terrasses du Rhône Bibacchus,2021,2023-2024,Schweiz,Wallis,Pinot Gris,null,12.50%,75cl,12.5
1671141704-5695,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-johannisberg-terrasses-du-rhone-bibacchus/p/1000454017,Valais AOC Johannisberg Terrasses du Rhône Bibacchus,2021,2023-2024,Schweiz,Wallis,Les Celliers de Sion,Silvaner,13.50%,75cl,11.2
1671141708-5698,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-johannisberg-telegram-fils-maye/p/1016110002,Valais AOC Johannisberg Telegram Fils Maye,2021,2022-2024,Schweiz,Wallis,Grüner Sylvaner,null,13.00%,75cl,14.95
1671141711-5700,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-johannisberg-porte-novembre-maison-gilliard/p/1009441013,Valais AOC Johannisberg Porte Novembre Maison Gilliard,2021,2023-2024,Schweiz,Wallis,Maison Gilliard,Silvaner,12.20%,75cl,19.95
1671141714-5702,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/schweiz/valais-aoc-johannisberg-leon-chai-du-baron/p/1014999004,Valais AOC Johannisberg Leon Chai du Baron,2021,Schweiz,Wallis,null,Grüner Sylvaner,null,12.50%,75cl,17.5
1671141717-5705,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-johannisberg-hurlevent/p/1001894014,Valais AOC Johannisberg Hurlevent,2021,2023-2024,Schweiz,Wallis,Charles Favre,Silvaner,13.20%,75cl,17.95
1671141722-5707,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-johannisberg-fleur-du-rhone/p/1000455017,Valais AOC Johannisberg Fleur du Rhône,2021,2023-2024,Schweiz,Wallis,Coop,Silvaner,14.00%,75cl,10.95
1671141726-5709,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-johannisberg-domaine-du-mont-d-or/p/1000456018,Valais AOC Johannisberg Domaine du Mont d'Or,2021,2023-2027,Schweiz,Wallis,Domaine du Mont d'Or,Silvaner,13.50%,75cl,19.95
1671141729-5712,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-johannisberg-domaine-des-muses/p/1018297004,Valais AOC Johannisberg Domaine des Muses,2019,2024-2030,Schweiz,Wallis,Silvaner,null,13.30%,75cl,19.5
1671141733-5714,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-johannisberg-chamoson/p/1014302006,Valais AOC Johannisberg Chamoson,2021,2024-2027,Schweiz,Wallis,Silvaner,null,14.00%,75cl,19.5
1671141736-5715,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-johannisberg-chamoson/p/1014302005,Valais AOC Johannisberg Chamoson,2020,2023-2026,Schweiz,Wallis,Silvaner,null,14.00%,75cl,19.5
1671141740-5716,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-heida-terrasses-du-rhone-bibacchus/p/1000986017,Valais AOC Heida Terrasses du Rhône Bibacchus,2021,2023-2025,Schweiz,Wallis,Les Celliers de Sion,Heida,13.50%,75cl,16.95
1671141743-5717,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/valais-aoc-heida-reserve-des-administrateurs/p/1016504001,Valais AOC Heida Réserve des Administrateurs,2019,2022-2025,Schweiz,Wallis,"Aperitif, Meerfisch, reifem Alpkäse",null,13.00%,75cl,23.95
1671141806-5727,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/zuerichsee-aoc-cuvee-gebrueder-kuemin/p/1015685004,Zürichsee AOC Cuvée Gebrüder Kümin,2021,2022-2025,Schweiz,Zürich,Gebrüder Kümin Weinbau,null,13.00%,75cl,12.95
1671141809-5728,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/zuerich-aoc-zuerihegel-wiess-weingut-saxer/p/1016057002,Zürich AOC Zürihegel Wiess Weingut Saxer,2020,2021-2024,Schweiz,Zürich,Weingut Saxer,Pinot Gris,11.50%,75cl,14.95
1671141812-5730,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/zuerich-aoc-zuerichsee-riesling-sylvaner/p/1011802009,Zürich AOC Zürichsee Riesling-Sylvaner,2021,2023-2024,Schweiz,Zürich,Staatskellerei Zürich,Riesling x Silvaner,12.50%,75cl,13.95
1671141815-5731,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/zuerich-aoc-zuerichsee-riesling-sylvaner/p/1011802008,Zürich AOC Zürichsee Riesling-Sylvaner,2020,2022-2023,Schweiz,Zürich,Staatskellerei Zürich,Riesling x Silvaner,12.50%,75cl,13.95
1671141817-5733,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/zuerich-aoc-ritter-von-landenberg-weisser-ritter/p/1015739004,Zürich AOC Ritter von Landenberg Weisser Ritter,2021,2022-2025,Schweiz,Zürich,"Muscat,              Pinot Blanc,             Riesling x Silvaner,              Pinot Noir",null,13.50%,75cl,13.5
1671141821-5735,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/zuerich-aoc-riesling-sylvaner-kuemin/p/1011943008,Zürich AOC Riesling Sylvaner Kümin,2021,2023-2025,Schweiz,Zürich,Müller-Thurgau,null,12.00%,75cl,13.5
1671141823-5736,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/zuerich-aoc-rielsing-sylvaner-kuemin/p/1011943007,Zürich AOC Rielsing Sylvaner Kümin,2020,2022-2024,Schweiz,Zürich,Müller-Thurgau,null,12.00%,75cl,13.5
1671141826-5738,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/zuerich-aoc-raeuschling/p/1011941007,Zürich AOC Räuschling,2021,2023-2024,Schweiz,Zürich,Weingut Erich Meier,null,12.00%,75cl,15.95
1671141829-5739,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/zuerich-aoc-raeuschling/p/1011941006,Zürich AOC Räuschling,2020,2022-2023,Schweiz,Zürich,Weingut Erich Meier,null,12.00%,75cl,15.95
1671141831-5741,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/zuerich-aoc-goldkueste-federweisser/p/1011942007,Zürich AOC Goldküste Federweisser,2021,2023-2025,Schweiz,Zürich,Müller-Thurgau,null,12.00%,75cl,12.95
1671141834-5743,weiss,https://www.coop.ch/de/weine/wein-sortiment/raritaeten/zuerich-aoc-chardonnay-edition-peter-keller-weingut-bachmann/p/1017173001,Zürich AOC Chardonnay Edition Peter Keller Weingut Bachmann,2020,2022-2028,Schweiz,Zürich,Chardonnay,null,14.00%,75cl,32.5
1671141837-5744,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/zuercher-riesling-sylvaner-turicum/p/1000959018,Zürcher Riesling-Sylvaner Turicum,2022,2023-2026,Schweiz,Zürich,Riesling x Silvaner,null,12.50%,75cl,8.5
1671141841-5746,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/zeni-bianco-di-custoza-doc/p/1001943016,Zeni Bianco di Custoza DOC,2021,Italien,Venetien,null,"Cortese,             Garganega,             Malvasia, Trebbiano",null,12.00%,75cl,6.5
1671141843-5747,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/zeni-bianco-di-custoza-doc/p/1001943015,Zeni Bianco di Custoza DOC,2020,Italien,Venetien,null,"Cortese,  Garganega, 
Malvasia, Trebbiano",null,12.00%,75cl,6.5
1671141846-5749,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/yellow-tail-sauvignon-blanc-casella-family/p/1017846001,Yellow Tail Sauvignon Blanc Casella Family,2021,2022-2025,Australien,null,Casella Family Brands,Sauvignon Blanc,11.50%,75cl,7.95
1671141849-5750,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/yellow-tail-chardonnay-casella-family/p/1017844001,Yellow Tail Chardonnay Casella Family,2021,2022-2025,Australien,null,Casella Family Brands,Chardonnay,13.00%,75cl,7.95
1671141852-5752,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/wettinger-aargau-aoc-rivaner/p/1011587007,Wettinger Aargau AOC Rivaner,2018,2022-2025,Schweiz,Basel/Aargau,Weinbaugenossenschaft Wettingen,Riesling x Silvaner,11.50%,75cl,13.95
1671141855-5753,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/wettinger-aargau-aoc-rivaner/p/1011587006,Wettinger Aargau AOC Rivaner,2017,2022-2025,Schweiz,Basel/Aargau,Weinbaugenossenschaft Wettingen,Riesling x Silvaner,11.50%,75cl,13.95
1671141858-5755,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/welschriesling-weingut-kracher/p/1018005001,Welschriesling Weingut Kracher,2020,2022-2028,Österreich,null,Weingut Kracher,Welschriesling,12.50%,75cl,14.3
1671141860-5757,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/weisser-burgunder-trocken-weingut-katrin-wind-pfalz/p/1015116004,Weisser Burgunder trocken Weingut Katrin Wind Pfalz,2021,Deutschland,Pfalz,null,Apéritif oder als Begleiter zu leichten Fischgerichten,null,13.00%,75cl,12.95
1671141863-5758,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/weissburgunder-vom-landschneckenkalk-pfalz-katrin-wind/p/1014477005,Weissburgunder vom Landschneckenkalk Pfalz Katrin Wind,2021,Deutschland,Pfalz,Pinot Blanc,vorzüglich zu weissem Fleisch,null,12.50%,75cl,19.95
1671141866-5760,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/weissburgunder-haus-und-hof-hannes-reeh/p/1017495001,Weissburgunder Haus und Hof Hannes Reeh,2021,2022-2026,Österreich,Burgenland,Hannes Reeh,Pinot Blanc,13.00%,75cl,11.95
1671141868-5761,weiss,https://www.coop.ch/de/weine/lounge/aperitifs/mixgetraenke/weiss-birne-apfel-gartenglueck/p/5717700,Weiss Birne & Apfel Gartenglück,2022-2025,Deutschland,null,null,null,null,6.90%,75cl,2.95
1671141871-5763,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/weinviertel-dac-gruener-veltliner-hund-pfaffl/p/1000426017,Weinviertel DAC Grüner Veltliner Hund Pfaffl,2021,2023-2026,Österreich,null,Weingut Pfaffl,null,14.00%,75cl,17.95
1671141873-5765,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/weinviertel-dac-gruener-veltliner-edition-peter-keller-black-edition-weingut-ebner-ebenauer/p/1014656004,Weinviertel DAC Grüner Veltliner Edition Peter Keller Black Edition Weingut Ebner-Ebenauer,2019,2022-2026,Österreich,null,-,null,13.50%,75cl,46.5
1671141876-5766,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/weinviertel-dac-gruener-veltliner-edition-peter-keller-black-edition-weingut-ebner-ebenauer/p/1014656001,Weinviertel DAC Grüner Veltliner Edition Peter Keller Black Edition Weingut Ebner-Ebenauer,2016,2022-2024,Österreich,null,-,null,13.50%,75cl,46.5
1671141878-5768,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/weininger-riesling-sylvaner-aoc/p/1000940018,Weininger Riesling-Sylvaner AOC,2022,2024-2027,Schweiz,Ostschweiz,-,Riesling x Silvaner,12.50%,75cl,8.95
